"NO_SPOOL","DIA","Length","Weight","MemberCount","JointCount","Emergency","ApplyLeadTime","STG","Service","Pass","Sch","Material","제작협력사","도장협력사","Plan_makingLT","Actual_makingLT","Predicted_makingLT","Plan_paintingLT","Actual_paintingLT","Predicted_paintingLT"
"SN2126B7PU1121980","1.0","129.0","1.284","3.0","2.0","1.0","정상","50.0","N","A","S-80","CS","성일SIM함안공장","하이에어","19.0","15.0","21.766357","13.0","15.0","15.306271"
"SN2126B7PU1124904","1.0","0.0","2.0","1.0","0.0","1.0","정상","30.0","PL","A","S-160","CS","건일산업(주)","하이에어","19.0","8.0","19.128819","13.0","12.0","22.200424"
"SN2126B7PU1703918","3.0","635.0","23.4809999999999","4.0","3.0","1.0","정상","30.0","FA","B","T-5.56","CN","부흥","하이에어","17.0","25.0","22.294956","19.0","15.0","14.40228"
"SN2126B7PU1131102","2.0","181.0","2.011","1.0","0.0","1.0","정상","40.0","PL","A","S-160","CS","성일SIM함안공장","하이에어","26.0","18.0","19.540709","14.0","15.0","15.841109"
"SN2126B7PU1318016","20.0","946.0","64.911","1.0","0.0","1.0","정상","50.0","FCH","B","S-10S","SS","건일산업(주)","하이에어","20.0","11.0","15.894936","14.0","9.0","19.536037"
"SN2126B7PU1127257","2.0","3436.0","34.622","6.0","5.0","1.0","정상","50.0","AU","A","S-80","CS","(주)성광테크","(주)성광테크","17.0","15.0","22.209654","15.0","15.0","16.927795"
"SN2126B7PU1126583","1.0","793.0","13.3479999999999","10.0","9.0","1.0","정상","40.0","DA","A","S-160","CS","(주)성광테크","(주)성광테크","31.0","35.0","33.97298","11.0","9.0","15.361995"
"SN2126B7PU1118753","1.0","562.0","16.461","24.0","23.0","1.0","정상","40.0","DN","A","S-80","CS","성일SIM함안공장","성일SIM함안공장","22.0","24.0","31.743809","17.0","28.0","20.61567"
"SN2126B7PU1314025","20.0","4306.0","1653.68","7.0","6.0","1.0","정상","40.0","RN","B","S-40S","SS","건일산업(주)","하이에어","27.0","42.0","33.307648","13.0","16.0","14.300342"
"SN2126B7PU1126359","2.0","4378.0","59.068","6.0","5.0","1.0","정상","30.0","PA","B","S-160","CS","(주)성광테크","(주)성광테크","26.0","19.0","29.517502","13.0","13.0","19.011784"
"SN2126B7PU1702522","1.0","121.0","5.034","8.0","0.0","1.0","정상","70.0","FW","P","S-80S","CN","부흥","하이에어","17.0","22.0","23.822039","13.0","13.0","12.425013"
"SN2126B7PU1703143","1.0","1310.0","13.979","17.0","8.0","1.0","정상","50.0","FW","A","T-3.2","CN","부흥","하이에어","29.0","37.0","39.425354","20.0","19.0","17.036018"
"SN2126B7PU1128763","0.5","0.0","4.03","4.0","3.0","1.0","정상","40.0","FGH","A","S-160","CS","건일산업(주)","건일산업(주)","28.0","37.0","29.288544","13.0","15.0","17.946873"
"SN2126B7PU1127971","2.0","3729.0","33.263","3.0","2.0","1.0","정상","40.0","NH","A","S-80","CS","(주)성광테크","(주)성광테크","17.0","20.0","20.787867","18.0","13.0","18.013218"
"SN2126B7PU1132002","10.0","2724.0","329.88","4.0","3.0","1.0","정상","50.0","PG","B","S-60","CS","성일SIM함안공장","하이에어","19.0","21.0","26.206997","14.0","19.0","16.99702"
"SN2126B7PU1114966","2.0","1711.0","26.016","3.0","2.0","0.0","정상","40.0","PA","P","S-160","CS","성일SIM함안공장","성일SIM함안공장","28.0","48.0","43.495358","1.0","16.0","17.178596"
"SN2126B7PU1201346","2.0","100.0","69.092","5.0","4.0","1.0","정상","50.0","PM","A","T-13","LTCS","성일SIM함안공장","하이에어","7.0","29.0","34.167477","32.0","18.0","14.984593"
"SN2126B7PU1126887","3.0","216.0","17.298","3.0","2.0","1.0","정상","50.0","PG","A","S-80","CS","건일산업(주)","건일산업(주)","19.0","43.0","23.827715","13.0","13.0","19.26844"
"SN2126B7PU1121440","4.0","0.0","35.553","11.0","10.0","0.0","정상","30.0","DH","B","S-40","CS","(주)성광테크","(주)성광테크","19.0","25.0","26.35907","11.0","22.0","20.778885"
"SN2126B7PU1133389","6.0","2249.0","248.403","6.0","5.0","1.0","정상","30.0","PG","B","S-120","CS","건일산업(주)","건일산업(주)","42.0","45.0","27.26742","11.0","25.0","20.654175"
"SN2126B7PU1132822","1.5","0.0","4.199","3.0","2.0","1.0","정상","50.0","AI","A","S-80","CS","건일산업(주)","건일산업(주)","26.0","29.0","20.013298","13.0","17.0","19.04599"
"SN2126B7PU1703569","8.0","345.0","85.98","6.0","5.0","1.0","정상","40.0","FA","A","T-6.35","CN","부흥","하이에어","17.0","32.0","30.464813","10.0","19.0","16.23993"
"SN2126B7PU1121421","0.75","951.0","3.342","4.0","3.0","1.0","정상","40.0","AI","B","S-80","CS","성일SIM함안공장","하이에어","19.0","14.0","21.80294","21.0","17.0","18.175613"
"SN2126B7PU1126234","2.0","1802.0","40.332","9.0","8.0","1.0","정상","40.0","DA","A","S-160","CS","(주)성광테크","(주)성광테크","24.0","29.0","34.00684","18.0","15.0","15.215909"
"SN2126B7PU1703941","1.5","1703.0","25.25","20.0","7.0","1.0","정상","50.0","FA","A","T-3.81","CN","부흥","하이에어","19.0","43.0","34.859283","13.0","26.0","16.656414"
"SN2126B7PU1120859","1.0","1746.0","14.04","6.0","5.0","1.0","정상","40.0","N","B","S-80","CS","건일산업(주)","하이에어","27.0","37.0","28.48717","13.0","20.0","27.36494"
"SN2126B7PU1317387","2.0","4748.0","23.685","3.0","1.0","1.0","정상","50.0","VA","A","S-10S","SS","삼성중공업(주)거제","성도","18.0","54.0","34.730328","13.0","14.0","17.4174"
"SN2126B7PU1133132","2.0","3564.0","34.3619999999999","4.0","3.0","1.0","최소","30.0","N","B","S-80","CS","(주)성광테크","(주)성광테크","7.0","18.0","18.611654","8.0","12.0","13.818933"
"SN2126B7PU1120474","2.0","6000.0","62.36","6.0","5.0","0.0","정상","40.0","AI","B","S-80","CS","(주)성광테크","(주)성광테크","17.0","18.0","28.311457","25.0","19.0","19.25153"
"SN2126B7PU1316034","1.0","425.0","2.338","3.0","2.0","1.0","정상","40.0","WD","A","S-80S","SS","삼성중공업(주)거제","성도","18.0","56.0","38.911957","86.0","12.0","16.200066"
"SN2126B7PU1134294","4.0","1097.0","48.381","8.0","8.0","1.0","정상","30.0","MT","B","S-40","CS","성일SIM함안공장","하이에어","17.0","39.0","33.627827","11.0","14.0","15.515487"
"SN2126B7PU1316359","6.0","2300.0","52.296","5.0","4.0","1.0","정상","40.0","VA","B","S-10S","SS","건일산업(주)","하이에어","24.0","18.0","31.920868","11.0","12.0","16.709595"
"SN2126B7PU1121247","2.0","1799.0","25.404","6.0","5.0","1.0","준긴급","50.0","N","B","S-80","CS","건일산업(주)","건일산업(주)","15.0","11.0","21.73974","9.0","18.0","17.34515"
"SN2126B7PU1128787","2.0","664.0","20.629","5.0","4.0","1.0","정상","40.0","FGH","A","S-160","CS","(주)성광테크","(주)성광테크","28.0","23.0","27.575678","13.0","26.0","17.405628"
"SN2126B7PU1119940","2.0","605.0","11.812","5.0","4.0","0.0","정상","30.0","N","A","S-80","CS","성일SIM함안공장","성일SIM함안공장","22.0","24.0","25.29089","14.0","16.0","19.05999"
"SN2126B7PU1129629","1.5","1233.0","18.791","8.0","7.0","1.0","정상","30.0","N","B","S-80","CS","건일산업(주)","건일산업(주)","17.0","26.0","23.775778","13.0","18.0","22.872276"
"SN2126B7PU1320756","24.0","1159.0","904.727","7.0","9.0","0.0","정상","50.0","RN","A","S-40S","SS","건일산업(주)","하이에어","27.0","14.0","33.34443","23.0","18.0","13.847721"
"SN2126B7PU1132736","1.0","1940.0","15.679","8.0","7.0","1.0","정상","50.0","N","A","S-80","CS","건일산업(주)","건일산업(주)","26.0","14.0","21.500677","13.0","17.0","19.319952"
"SN2126B7PU1116594","2.0","1248.0","24.96","5.0","4.0","0.0","최소","3B","AU","A","S-80","CS","(주)성광테크","(주)성광테크","19.0","49.0","47.65659","8.0","17.0","19.25153"
"SN2126B7PU1319678","1.5","500.0","11.335","4.0","2.0","1.0","정상","50.0","PL","A","S-80S","SS","건일산업(주)","하이에어","21.0","30.0","30.89003","13.0","12.0","16.774105"
"SN2126B7PU1130201","2.0","6000.0","54.72","4.0","3.0","1.0","정상","30.0","AU","B","S-80","CS","성일SIM함안공장","성일SIM함안공장","19.0","21.0","21.84352","13.0","11.0","19.093365"
"SN2126B7PU1121308","1.5","100.0","1.94099999999999","2.0","1.0","1.0","정상","40.0","AI","A","S-80","CS","건일산업(주)","건일산업(주)","32.0","17.0","22.526537","11.0","26.0","19.390038"
"SN2126B7PU1133321","6.0","263.0","104.257","3.0","2.0","1.0","정상","40.0","PG","A","S-120","CS","(주)성광테크","(주)성광테크","26.0","20.0","25.66637","29.0","12.0","17.02097"
"SN2126B7PU1703327","6.0","4242.0","195.195","5.0","4.0","1.0","정상","40.0","FW","B","T-6.35","CN","부흥","하이에어","17.0","24.0","27.286219","11.0","17.0","15.262089"
"SN2126B7PU1314098","4.0","2764.0","71.96","5.0","3.0","1.0","정상","50.0","PL","A","S-40S","SS","삼성중공업(주)거제","하이에어","21.0","37.0","33.766293","21.0","11.0","15.587389"
"SN2126B7PU1200240","12.0","5000.0","2555.13","2.0","1.0","1.0","정상","3B","PG","A","T-36","LTCS","건일산업(주)","건일산업(주)","25.0","39.0","24.984913","24.0","19.0","17.951994"
"SN2126B7PU1123460","2.0","3130.0","31.686","6.0","5.0","1.0","정상","30.0","DH","B","S-80","CS","성일SIM함안공장","성일SIM함안공장","24.0","26.0","24.179611","13.0","26.0","16.875359"
"SN2126B7PU1121507","0.75","1515.0","4.199","4.0","3.0","0.0","정상","30.0","AI","B","S-80","CS","성일SIM함안공장","성일SIM함안공장","20.0","15.0","24.599308","15.0","24.0","20.274918"
"SN2126B7PU1318790","2.0","2454.0","20.662","5.0","3.0","1.0","정상","50.0","PCW","A","S-10S","SS","건일산업(주)","하이에어","27.0","46.0","44.800705","13.0","22.0","16.402412"
"SN2126B7PU1131540","6.0","411.0","36.492","2.0","1.0","1.0","정상","50.0","WM","A","S-80","CS","성일SIM함안공장","하이에어","28.0","30.0","28.045658","13.0","11.0","15.688201"
"SN2126B7PU1316009","6.0","3272.0","75.3639999999999","7.0","5.0","1.0","정상","50.0","VA","A","S-10S","SS","삼성중공업(주)거제","하이에어","28.0","44.0","34.148354","1.0","9.0","15.316866"
"SN2126B7PU1128240","0.75","100.0","1.69","2.0","1.0","1.0","정상","30.0","PG","A","S-160","CS","건일산업(주)","건일산업(주)","19.0","26.0","21.69317","13.0","12.0","19.254715"
"SN2126B7PU1200774","2.0","350.0","8.418","4.0","3.0","1.0","정상","30.0","RN","A","S-80","LTCS","(주)성광테크","(주)성광테크","27.0","23.0","26.368294","13.0","24.0","19.229004"
"SN2126B7PU1132345","12.0","3587.0","304.955","5.0","4.0","1.0","최소","30.0","FWH","B","S-20","CS","성일SIM함안공장","하이에어","14.0","19.0","22.520435","7.0","8.0","13.7680855"
"SN2126B7PU1312412","1.0","5500.0","29.186","6.0","2.0","0.0","정상","40.0","WD","B","S-80S","SS","삼성중공업(주)거제","하이에어","1.0","61.0","39.193398","1.0","23.0","23.069427"
"SN2126B7PU1J00404","1.0","0.0","8.388","6.0","0.0","1.0","정상","40.0","N","A","S-80","CS","건일산업(주)","건일산업(주)","24.0","43.0","28.144905","13.0","16.0","21.308014"
"SN2126B7PU1311967","24.0","2433.0","370.0","2.0","1.0","1.0","정상","50.0","LNG","B","S-10S","SS","건일산업(주)","하이에어","19.0","32.0","31.819054","20.0","11.0","14.679027"
"SN2126B7PU1130171","1.5","283.0","4.021","4.0","3.0","1.0","정상","30.0","AI","B","S-80","CS","건일산업(주)","건일산업(주)","17.0","18.0","24.300964","11.0","26.0","20.700092"
"SN2126B7PU1118646","4.0","11946.0","212.332","5.0","4.0","1.0","정상","40.0","WM","A","S-40","CS","건일산업(주)","건일산업(주)","19.0","25.0","26.693747","13.0","21.0","22.412033"
"SN2126B7PU1122898","2.0","6000.0","78.33","5.0","4.0","1.0","정상","50.0","FWH","B","S-160","CS","건일산업(주)","건일산업(주)","34.0","21.0","24.082447","27.0","9.0","17.222446"
"SN2126B7PU1704349","6.0","822.0","34.975","2.0","1.0","1.0","정상","30.0","FW","B","T-6.35","CN","부흥","하이에어","26.0","21.0","20.870459","13.0","10.0","15.099713"
"SN2126B7PU1134976","4.0","1698.0","56.7089999999999","6.0","5.0","1.0","정상","40.0","PL","B","S-40","CS","성일SIM함안공장","하이에어","19.0","26.0","27.036917","35.0","19.0","15.848546"
"SN2126B7PU1321293","2.0","1000.0","3.967","1.0","0.0","1.0","최소","50.0","PW","A","S-10S","SS","건일산업(주)","하이에어","8.0","12.0","13.328092","8.0","11.0","12.302322"
"SN2126B7PU1128284","4.0","846.0","50.342","11.0","13.0","1.0","정상","40.0","PL","A","S-40","CS","(주)성광테크","(주)성광테크","25.0","28.0","32.489952","17.0","17.0","16.05882"
"SN2126B7PU1114962","2.0","1961.0","44.878","5.0","4.0","0.0","정상","40.0","PA","P","S-160","CS","성일SIM함안공장","하이에어","28.0","58.0","52.940292","8.0","18.0","21.305502"
"SN2126B7PU1314595","1.0","1029.0","10.66","8.0","6.0","1.0","정상","30.0","DH","B","S-80S","SS","성일","하이에어","20.0","23.0","28.062098","17.0","19.0","18.544827"
"SN2126B7PU1125166","8.0","3117.0","218.953","4.0","3.0","1.0","정상","50.0","PL","A","S-40","CS","(주)성광테크","(주)성광테크","26.0","22.0","24.300388","13.0","23.0","17.250935"
"SN2126B7PU1122593","3.0","5600.0","69.884","3.0","2.0","1.0","정상","30.0","CWR","B","S-40","CS","(주)성광테크","(주)성광테크","20.0","20.0","24.012184","17.0","16.0","18.374832"
"SN2126B7PU1126918","6.0","5105.0","240.899","3.0","2.0","1.0","정상","30.0","PG","A","S-80","CS","(주)성광테크","(주)성광테크","27.0","18.0","22.09314","13.0","39.0","19.25153"
"SN2126B7PU1120288","1.0","1352.0","13.969","7.0","6.0","1.0","정상","50.0","AU","A","S-80","CS","(주)성광테크","(주)성광테크","23.0","21.0","22.15396","14.0","15.0","16.970097"
"SN2126B7PU1201917","16.0","813.0","376.19","5.0","4.0","1.0","정상","40.0","RN","B","S-80","LTCS","성일SIM함안공장","하이에어","26.0","26.0","31.094141","15.0","19.0","15.49903"
"SN2126B7PU1201387","6.0","745.0","158.967","13.0","15.0","1.0","정상","40.0","HWS","A","S-80","LTCS","(주)성광테크","(주)성광테크","23.0","41.0","40.654354","11.0","15.0","19.25153"
"SN2126B7PU1118019","1.0","2813.0","12.094","2.0","1.0","1.0","정상","40.0","AI","B","S-80","CS","(주)성광테크","(주)성광테크","17.0","16.0","20.627934","34.0","22.0","17.580914"
"SN2126B7PU1703410","2.0","3000.0","27.853","19.0","4.0","0.0","정상","30.0","FW","A","T-3.96","CN","부흥","하이에어","20.0","43.0","43.842213","21.0","8.0","13.20315"
"SN2126B7PU1125591","0.75","100.0","1.12","2.0","1.0","1.0","정상","40.0","N","A","S-80","CS","성일SIM함안공장","하이에어","25.0","15.0","21.670938","13.0","21.0","17.283895"
"SN2126B7PU1703354","4.0","3364.0","76.933","5.0","4.0","1.0","정상","30.0","FW","B","T-6.35","CN","부흥","하이에어","17.0","22.0","24.087116","11.0","9.0","14.810435"
"SN2126B7PU1320216","2.0","948.0","6.744","4.0","3.0","1.0","정상","30.0","FCH","B","S-10S","SS","삼성중공업(주)거제","하이에어","19.0","27.0","34.080624","13.0","31.0","16.080902"
"SN2126B7PU1126530","10.0","8724.0","515.789","15.0","17.0","1.0","정상","30.0","CHR","B","S-20","CS","성일SIM함안공장","하이에어","16.0","23.0","32.868877","21.0","8.0","14.850015"
"SN2126B7PU1319849","2.0","2135.0","18.18","6.0","4.0","1.0","정상","40.0","WD","A","S-10S","SS","건일산업(주)","하이에어","17.0","23.0","29.1067","26.0","27.0","16.065378"
"SN2126B7PU1312993","0.5","601.0","2.66","6.0","5.0","0.0","정상","40.0","N","A","S-80S","SS","성일","하이에어","19.0","29.0","27.0946","13.0","18.0","17.040146"
"SN2126B7PU1132264","1.0","303.0","5.59399999999999","8.0","7.0","1.0","최소","50.0","AI","A","S-80","CS","건일산업(주)","건일산업(주)","7.0","5.0","19.955992","8.0","7.0","10.95859"
"SN2126B7PU1127020","3.0","5500.0","121.166","5.0","4.0","1.0","정상","70.0","CDW","A","S-80","CS","(주)성광테크","(주)성광테크","34.0","23.0","25.93097","29.0","29.0","15.625329"
"SN2126B7PU1127328","2.0","1285.0","22.605","5.0","4.0","1.0","정상","50.0","N","B","S-80","CS","건일산업(주)","건일산업(주)","15.0","23.0","23.85764","13.0","27.0","19.451038"
"SN2126B7PU1119884","2.0","1452.0","32.513","8.0","7.0","0.0","정상","3B","DN","B","S-80","CS","(주)성광테크","(주)성광테크","19.0","36.0","27.105083","23.0","17.0","19.582806"
"SN2126B7PU1130663","1.0","365.0","2.677","3.0","2.0","1.0","정상","30.0","AU","A","S-80","CS","건일산업(주)","건일산업(주)","17.0","21.0","26.509312","20.0","22.0","20.219587"
"SN2126B7PU1316035","1.0","381.0","1.254","1.0","0.0","1.0","정상","40.0","WD","A","S-80S","SS","건일산업(주)","건일산업(주)","17.0","18.0","14.933189","11.0","15.0","16.491581"
"SN2126B7PU1122379","2.0","3311.0","31.0669999999999","4.0","3.0","0.0","준긴급","30.0","DH","B","S-80","CS","(주)성광테크","(주)성광테크","14.0","14.0","26.85507","9.0","19.0","14.387258"
"SN2126B7PU1125205","2.0","2602.0","28.767","5.0","4.0","1.0","정상","30.0","DH","B","S-80","CS","(주)성광테크","(주)성광테크","18.0","15.0","23.035803","11.0","23.0","20.777454"
"SN2126B7PU1314924","8.0","6000.0","119.8","1.0","0.0","0.0","정상","50.0","PG","A","S-10S","SS","건일산업(주)","하이에어","14.0","31.0","26.026457","13.0","12.0","16.14404"
"SN2126B7PU1132361","2.0","5000.0","61.51","3.0","2.0","1.0","정상","40.0","FGL","B","S-160","CS","(주)성광테크","(주)성광테크","19.0","36.0","22.448078","15.0","15.0","16.30704"
"SN2126B7PU1118706","3.0","2880.0","43.978","1.0","0.0","1.0","정상","50.0","PL","A","S-80","CS","건일산업(주)","건일산업(주)","17.0","15.0","15.671976","11.0","17.0","17.699802"
"SN2126B7PU1704844","1.0","321.0","4.421","5.0","0.0","1.0","최소","50.0","FW","A","S-80S","CN","부흥","하이에어","7.0","9.0","14.708529","8.0","8.0","11.677923"
"SN2126B7PU1119106","2.0","6000.0","75.6","3.0","2.0","1.0","정상","3B","WM","B","S-160","CS","(주)성광테크","(주)성광테크","19.0","23.0","23.020365","13.0","19.0","18.243183"
"SN2126B7PU1120410","2.0","605.0","18.563","8.0","10.0","1.0","정상","40.0","HWR","A","S-80","CS","(주)성광테크","(주)성광테크","31.0","24.0","29.118057","21.0","27.0","21.176067"
"SN2126B7PU1118164","1.5","104.0","1.963","2.0","1.0","0.0","정상","40.0","AI","A","S-80","CS","성일SIM함안공장","하이에어","1.0","38.0","32.214306","1.0","14.0","19.570889"
"SN2126B7PU1312639","1.0","81.0","0.267","1.0","0.0","1.0","정상","30.0","WD","A","S-80S","SS","삼성중공업(주)거제","하이에어","18.0","45.0","38.835815","11.0","12.0","15.826175"
"SN2126B7PU1126505","6.0","375.0","35.728","4.0","3.0","1.0","정상","40.0","N","A","S-40","CS","성일SIM함안공장","하이에어","17.0","16.0","22.695831","84.0","19.0","17.645554"
"SN2126B7PU1131276","1.0","0.0","3.12899999999999","2.0","0.0","1.0","정상","30.0","DH","B","S-80","CS","성일SIM함안공장","삼녹","17.0","14.0","20.1088","13.0","13.0","15.0589695"
"SN2126B7PU1311459","0.75","1176.0","4.501","4.0","3.0","1.0","정상","40.0","DN","A","S-80S","SS","성일","하이에어","22.0","17.0","21.173923","19.0","21.0","19.25153"
